product_id,product_name,brand,category,corpus_scope,vintage_label,version_id,evidence_id,evidence_kind,source_domain,source_url,source_title,source_owner,panel_acquisition_state,ocr_priority,ocr_gap_category,ocr_access_state,ocr_recommended_action,registry_priority,promotion_blocker,ground_truth_fields_missing,image_reference,ingredient_panel_visible,nutrition_panel_visible,net_weight_visible,capture_strategy,crop_target,ocr_expected_surface,private_image_map_keys,rights_review_status,allowed_public_output,candidate_only,manual_verified
coca_cola_classic,Coca-Cola Classic,,beverages,story_rich_pilot,2010s bridge,2010s,coca_cola_classic_evidence_5,secondary_context_only,flickr.com,https://www.flickr.com/photos/skatepunk69/4985996111/,"Coke Classic can, 2011 - Flickr",flickr.com,secondary_context_only,low,readable_panel_photo_needed,source_page_capture_needed,Use the listed product/source receipt for identity only; search or capture a readable ingredient/nutrition panel before OCR.,88,Candidate-only: no ingredient or formulation claim may be promoted without corrected transcription and manual verification.,private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,,,,source_page_review,Crop the ingredient statement panel with enough surrounding package context to preserve SKU/date cues.,ingredient_panel,coca_cola_classic_evidence_5;coca_cola_classic:coca_cola_classic_evidence_5;https://www.flickr.com/photos/skatepunk69/4985996111/,source_receipt_or_gap_only,"source receipt, hashes, OCR status, candidate text only after review; no private paths and no unverified claims",1,0
doritos_nacho_cheese,Doritos Nacho Cheese,,chips,story_rich_pilot,2000s bridge,2000s,doritos_nacho_cheese_evidence_6,secondary_context_only,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File%3ADoritos_bag.jpg,Doritos bag - Wikimedia Commons,commons.wikimedia.org,secondary_context_only,low,readable_panel_photo_needed,source_page_capture_needed,Use the listed product/source receipt for identity only; search or capture a readable ingredient/nutrition panel before OCR.,88,Candidate-only: no ingredient or formulation claim may be promoted without corrected transcription and manual verification.,private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,,,,source_page_review,Crop the ingredient statement panel with enough surrounding package context to preserve SKU/date cues.,ingredient_panel,doritos_nacho_cheese_evidence_6;doritos_nacho_cheese:doritos_nacho_cheese_evidence_6;https://commons.wikimedia.org/wiki/File%3ADoritos_bag.jpg,source_receipt_or_gap_only,"source receipt, hashes, OCR status, candidate text only after review; no private paths and no unverified claims",1,0
heinz_tomato_ketchup,Heinz Tomato Ketchup,,condiments,story_rich_pilot,2000s bridge,2000s,heinz_tomato_ketchup_evidence_5,secondary_context_only,flickr.com,https://flickr.com/photos/scotteh/3399348449,Heinz Ketchup bottles old and new Flickr photo,flickr.com,secondary_context_only,low,readable_panel_photo_needed,source_page_capture_needed,Use the listed product/source receipt for identity only; search or capture a readable ingredient/nutrition panel before OCR.,88,Candidate-only: no ingredient or formulation claim may be promoted without corrected transcription and manual verification.,private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,,,,source_page_review,Crop the ingredient statement panel with enough surrounding package context to preserve SKU/date cues.,ingredient_panel,heinz_tomato_ketchup_evidence_5;heinz_tomato_ketchup:heinz_tomato_ketchup_evidence_5;https://flickr.com/photos/scotteh/3399348449,source_receipt_or_gap_only,"source receipt, hashes, OCR status, candidate text only after review; no private paths and no unverified claims",1,0
kraft_macaroni_and_cheese_original,Kraft Macaroni & Cheese Original,,prepared foods,story_rich_pilot,2010s bridge,2010s,kraft_macaroni_and_cheese_original_evidence_7,secondary_context_only,flickr.com,https://www.flickr.com/photos/jasonliebigstuff/7994363814/,"Kraft Macaroni & Cheese Angry Birds Space boxes, 2012 - Flickr",flickr.com,secondary_context_only,low,readable_panel_photo_needed,source_page_capture_needed,Use the listed product/source receipt for identity only; search or capture a readable ingredient/nutrition panel before OCR.,88,Candidate-only: no ingredient or formulation claim may be promoted without corrected transcription and manual verification.,private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,,,,source_page_review,Crop the ingredient statement panel with enough surrounding package context to preserve SKU/date cues.,ingredient_panel,kraft_macaroni_and_cheese_original_evidence_7;kraft_macaroni_and_cheese_original:kraft_macaroni_and_cheese_original_evidence_7;https://www.flickr.com/photos/jasonliebigstuff/7994363814/,source_receipt_or_gap_only,"source receipt, hashes, OCR status, candidate text only after review; no private paths and no unverified claims",1,0
oreo_original_chocolate_sandwich_cookies,Oreo Original Chocolate Sandwich Cookies,,packaged cookies,story_rich_pilot,2000s package bridge,package_2000s,flickr_oreo_harley_2000,secondary_context_only,flickr.com,https://www.flickr.com/photos/jasonliebigstuff/6823913378,"Nabisco Oreo Win Harley-Davidson cookie box, 2000 - Flickr",flickr.com,secondary_context_only,low,readable_panel_photo_needed,source_page_capture_needed,Use the listed product/source receipt for identity only; search or capture a readable ingredient/nutrition panel before OCR.,88,Candidate-only: no ingredient or formulation claim may be promoted without corrected transcription and manual verification.,private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,,,,source_page_review,Crop the ingredient statement panel with enough surrounding package context to preserve SKU/date cues.,ingredient_panel,flickr_oreo_harley_2000;oreo_original_chocolate_sandwich_cookies:flickr_oreo_harley_2000;https://www.flickr.com/photos/jasonliebigstuff/6823913378,source_receipt_or_gap_only,"source receipt, hashes, OCR status, candidate text only after review; no private paths and no unverified claims",1,0
poptarts_frosted_strawberry,Pop-Tarts Frosted Strawberry,,breakfast,story_rich_pilot,2000s bridge,2000s,poptarts_frosted_strawberry_evidence_2,secondary_context_only,flickr.com,https://www.flickr.com/photos/jasonliebigstuff/5204205477,"Kellogg's Pop-Tarts Frosted Strawberry Box, 2002 - Flickr",flickr.com,secondary_context_only,low,readable_panel_photo_needed,source_page_capture_needed,Use the listed product/source receipt for identity only; search or capture a readable ingredient/nutrition panel before OCR.,88,Candidate-only: no ingredient or formulation claim may be promoted without corrected transcription and manual verification.,private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,,,,source_page_review,Crop the ingredient statement panel with enough surrounding package context to preserve SKU/date cues.,ingredient_panel,poptarts_frosted_strawberry_evidence_2;poptarts_frosted_strawberry:poptarts_frosted_strawberry_evidence_2;https://www.flickr.com/photos/jasonliebigstuff/5204205477,source_receipt_or_gap_only,"source receipt, hashes, OCR status, candidate text only after review; no private paths and no unverified claims",1,0
7up_original,7UP Original,,beverages,full_corpus_shell,Earliest label hunt,earliest_verified_label,7up_original__earliest_verified_label__273__1,panel_source_candidate,flickr.com,https://www.flickr.com/photos/jasonliebigstuff/548698222,"Unrolled Can Flat - 7UP, 1970s - Jason Liebig Flickr",flickr.com,panel_source_candidate,low,panel_capture_needed,source_page_capture_needed,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",57,Candidate-only: no ingredient or formulation claim may be promoted without corrected transcription and manual verification.,private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,candidate,,,panel_crop,Crop the ingredient statement panel with enough surrounding package context to preserve SKU/date cues.,ingredient_panel,7up_original__earliest_verified_label__273__1;7up_original:7up_original__earliest_verified_label__273__1;https://www.flickr.com/photos/jasonliebigstuff/548698222,source_receipt_or_gap_only,"source receipt, hashes, OCR status, candidate text only after review; no private paths and no unverified claims",1,0
capn_crunch_original,Cap'n Crunch Original,,cereal,full_corpus_shell,Earliest label hunt,earliest_verified_label,capn_crunch_original__earliest_verified_label__440__7,panel_source_candidate,underunderstood.com,https://underunderstood.com/podcast/episode/capn-crunch-smaller/,The Incredible Shrinking Cap'n - Underunderstood,underunderstood.com,panel_source_candidate,low,panel_capture_needed,source_page_capture_needed,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",57,Candidate-only: no ingredient or formulation claim may be promoted without corrected transcription and manual verification.,private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,candidate,,,panel_crop,Crop the ingredient statement panel with enough surrounding package context to preserve SKU/date cues.,ingredient_panel,capn_crunch_original__earliest_verified_label__440__7;capn_crunch_original:capn_crunch_original__earliest_verified_label__440__7;https://underunderstood.com/podcast/episode/capn-crunch-smaller/,source_receipt_or_gap_only,"source receipt, hashes, OCR status, candidate text only after review; no private paths and no unverified claims",1,0
capn_crunch_original,Cap'n Crunch Original,,cereal,full_corpus_shell,1990s bridge,1990s,capn_crunch_original__1990s__440__2,panel_source_candidate,underunderstood.com,https://underunderstood.com/podcast/episode/capn-crunch-smaller/,The Incredible Shrinking Cap'n - Underunderstood,underunderstood.com,panel_source_candidate,low,panel_capture_needed,source_page_capture_needed,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",57,Candidate-only: no ingredient or formulation claim may be promoted without corrected transcription and manual verification.,private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,candidate,,,panel_crop,Crop the ingredient statement panel with enough surrounding package context to preserve SKU/date cues.,ingredient_panel,capn_crunch_original__1990s__440__2;capn_crunch_original:capn_crunch_original__1990s__440__2;https://underunderstood.com/podcast/episode/capn-crunch-smaller/,source_receipt_or_gap_only,"source receipt, hashes, OCR status, candidate text only after review; no private paths and no unverified claims",1,0
chips_ahoy_original,Chips Ahoy! Original Cookies,,cookies,full_corpus_shell,Earliest label hunt,earliest_verified_label,chips_ahoy_original__earliest_verified_label__448__3,panel_source_candidate,upcfoodsearch.com,https://upcfoodsearch.com/food-products/chocolate-chip-cookies/044000032197/,"Nabisco Chips Ahoy! Cookies Original, UPC 044000032197 - UPC Food Search",upcfoodsearch.com,panel_source_candidate,low,panel_capture_needed,source_page_capture_needed,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",57,Candidate-only: no ingredient or formulation claim may be promoted without corrected transcription and manual verification.,private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,candidate,,,panel_crop,Crop the ingredient statement panel with enough surrounding package context to preserve SKU/date cues.,ingredient_panel,chips_ahoy_original__earliest_verified_label__448__3;chips_ahoy_original:chips_ahoy_original__earliest_verified_label__448__3;https://upcfoodsearch.com/food-products/chocolate-chip-cookies/044000032197/,source_receipt_or_gap_only,"source receipt, hashes, OCR status, candidate text only after review; no private paths and no unverified claims",1,0
cinnamon_toast_crunch,Cinnamon Toast Crunch,,cereal,full_corpus_shell,Earliest label hunt,earliest_verified_label,cinnamon_toast_crunch__earliest_verified_label__512__4,panel_source_candidate,district.schoolnutritionandfitness.com,https://district.schoolnutritionandfitness.com/santaclaritavsfsa/files/labels/Breakfast/Cinnamon_Toast_Crunch_Cereal_200838.pdf,Cinnamon Toast Crunch cereal school nutrition PDF printed 03/21/2013,district.schoolnutritionandfitness.com,panel_source_candidate,low,panel_capture_needed,source_page_capture_needed,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",57,Candidate-only: no ingredient or formulation claim may be promoted without corrected transcription and manual verification.,private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,candidate,,,document_text_extract,"Crop the ingredient and nutrition panel together; include serving size, net weight, and manufacturer/distributor text if visible.",ingredient_or_nutrition_panel,cinnamon_toast_crunch__earliest_verified_label__512__4;cinnamon_toast_crunch:cinnamon_toast_crunch__earliest_verified_label__512__4;https://district.schoolnutritionandfitness.com/santaclaritavsfsa/files/labels/Breakfast/Cinnamon_Toast_Crunch_Cereal_200838.pdf,source_receipt_or_gap_only,"source receipt, hashes, OCR status, candidate text only after review; no private paths and no unverified claims",1,0
dinty_moore_beef_stew,Dinty Moore Beef Stew,,prepared foods,full_corpus_shell,Earliest label hunt,earliest_verified_label,dinty_moore_beef_stew__earliest_verified_label__1059__2,panel_source_candidate,flickr.com,https://www.flickr.com/photos/jasonliebigstuff/24195451113/,"Hormel Dinty Moore beef stew 1 1/2 pound can label, 1968 - Jason Liebig Flickr",flickr.com,panel_source_candidate,low,panel_capture_needed,source_page_capture_needed,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",57,Candidate-only: no ingredient or formulation claim may be promoted without corrected transcription and manual verification.,private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,candidate,,,panel_crop,Crop the ingredient statement panel with enough surrounding package context to preserve SKU/date cues.,ingredient_panel,dinty_moore_beef_stew__earliest_verified_label__1059__2;dinty_moore_beef_stew:dinty_moore_beef_stew__earliest_verified_label__1059__2;https://www.flickr.com/photos/jasonliebigstuff/24195451113/,source_receipt_or_gap_only,"source receipt, hashes, OCR status, candidate text only after review; no private paths and no unverified claims",1,0
dominos_hand_tossed_pepperoni,Domino's Hand Tossed Pepperoni Pizza,,fast food,full_corpus_shell,Earliest label hunt,earliest_verified_label,dominos_hand_tossed_pepperoni__earliest_verified_label__785__2,panel_source_candidate,dominos.com,https://www.dominos.com/assets/derived/pdf/DominosNutritionGuide.pdf,"Domino's Nutrition Guide PDF, January 2015",dominos.com,panel_source_candidate,low,panel_capture_needed,source_page_capture_needed,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",57,Candidate-only: no ingredient or formulation claim may be promoted without corrected transcription and manual verification.,private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,candidate,,,document_text_extract,"Crop the ingredient and nutrition panel together; include serving size, net weight, and manufacturer/distributor text if visible.",ingredient_or_nutrition_panel,dominos_hand_tossed_pepperoni__earliest_verified_label__785__2;dominos_hand_tossed_pepperoni:dominos_hand_tossed_pepperoni__earliest_verified_label__785__2;https://www.dominos.com/assets/derived/pdf/DominosNutritionGuide.pdf,source_receipt_or_gap_only,"source receipt, hashes, OCR status, candidate text only after review; no private paths and no unverified claims",1,0
dunkin_glazed_donut,Dunkin' Glazed Donut,,fast food,full_corpus_shell,Earliest label hunt,earliest_verified_label,dunkin_glazed_donut__earliest_verified_label__801__1,panel_source_candidate,fastfoodingredients.com,https://www.fastfoodingredients.com/2008/05/03/dunkin-donuts-glazed-munchkin/,"Fast Food Ingredients Dunkin' Donuts Glazed Munchkin transcript, 2008",fastfoodingredients.com,panel_source_candidate,low,panel_capture_needed,source_page_capture_needed,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",57,Candidate-only: no ingredient or formulation claim may be promoted without corrected transcription and manual verification.,private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,candidate,,,panel_crop,Crop the ingredient statement panel with enough surrounding package context to preserve SKU/date cues.,ingredient_panel,dunkin_glazed_donut__earliest_verified_label__801__1;dunkin_glazed_donut:dunkin_glazed_donut__earliest_verified_label__801__1;https://www.fastfoodingredients.com/2008/05/03/dunkin-donuts-glazed-munchkin/,source_receipt_or_gap_only,"source receipt, hashes, OCR status, candidate text only after review; no private paths and no unverified claims",1,0
gatorade_lemon_lime,Gatorade Lemon-Lime,,beverages,full_corpus_shell,Earliest label hunt,earliest_verified_label,gatorade_lemon_lime__earliest_verified_label__191__1,panel_source_candidate,flickr.com,https://www.flickr.com/photos/jasonliebigstuff/24471957900,"Stokely Van Camp Gatorade Thirst Quencher 32 oz bottle label, 1960s - Jason Liebig Flickr",flickr.com,panel_source_candidate,low,panel_capture_needed,source_page_capture_needed,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",57,Candidate-only: no ingredient or formulation claim may be promoted without corrected transcription and manual verification.,private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,candidate,,,panel_crop,Crop the ingredient statement panel with enough surrounding package context to preserve SKU/date cues.,ingredient_panel,gatorade_lemon_lime__earliest_verified_label__191__1;gatorade_lemon_lime:gatorade_lemon_lime__earliest_verified_label__191__1;https://www.flickr.com/photos/jasonliebigstuff/24471957900,source_receipt_or_gap_only,"source receipt, hashes, OCR status, candidate text only after review; no private paths and no unverified claims",1,0
hidden_valley_ranch_original,Hidden Valley Original Ranch,,condiments,full_corpus_shell,Earliest label hunt,earliest_verified_label,hidden_valley_ranch_original__earliest_verified_label__454__2,panel_source_candidate,upcfoodsearch.com,https://upcfoodsearch.com/food-products/ranch-dressing/071100000214/,"Hidden Valley Ranch Dressing & Topping Original, UPC 071100000214 - UPC Food Search",upcfoodsearch.com,panel_source_candidate,low,panel_capture_needed,source_page_capture_needed,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",57,Candidate-only: no ingredient or formulation claim may be promoted without corrected transcription and manual verification.,private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,candidate,,,panel_crop,Crop the ingredient statement panel with enough surrounding package context to preserve SKU/date cues.,ingredient_panel,hidden_valley_ranch_original__earliest_verified_label__454__2;hidden_valley_ranch_original:hidden_valley_ranch_original__earliest_verified_label__454__2;https://upcfoodsearch.com/food-products/ranch-dressing/071100000214/,source_receipt_or_gap_only,"source receipt, hashes, OCR status, candidate text only after review; no private paths and no unverified claims",1,0
honey_nut_cheerios,Honey Nut Cheerios,,cereal,full_corpus_shell,Earliest label hunt,earliest_verified_label,honey_nut_cheerios__earliest_verified_label__370__1,panel_source_candidate,flickr.com,https://www.flickr.com/photos/jasonliebigstuff/3214563110,"Honey Nut Cheerios McDonald's Mac Tonight box back, 1990 - Flickr",flickr.com,panel_source_candidate,low,panel_capture_needed,source_page_capture_needed,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",57,Candidate-only: no ingredient or formulation claim may be promoted without corrected transcription and manual verification.,private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,candidate,,,document_text_extract,Crop the ingredient statement panel with enough surrounding package context to preserve SKU/date cues.,ingredient_panel,honey_nut_cheerios__earliest_verified_label__370__1;honey_nut_cheerios:honey_nut_cheerios__earliest_verified_label__370__1;https://www.flickr.com/photos/jasonliebigstuff/3214563110,source_receipt_or_gap_only,"source receipt, hashes, OCR status, candidate text only after review; no private paths and no unverified claims",1,0
honey_nut_cheerios,Honey Nut Cheerios,,cereal,full_corpus_shell,1990s bridge,1990s,honey_nut_cheerios__1990s__370__1,panel_source_candidate,flickr.com,https://www.flickr.com/photos/jasonliebigstuff/3214563110,"Honey Nut Cheerios McDonald's Mac Tonight box back, 1990 - Flickr",flickr.com,panel_source_candidate,low,panel_capture_needed,source_page_capture_needed,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",57,Candidate-only: no ingredient or formulation claim may be promoted without corrected transcription and manual verification.,private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,candidate,,,document_text_extract,Crop the ingredient statement panel with enough surrounding package context to preserve SKU/date cues.,ingredient_panel,honey_nut_cheerios__1990s__370__1;honey_nut_cheerios:honey_nut_cheerios__1990s__370__1;https://www.flickr.com/photos/jasonliebigstuff/3214563110,source_receipt_or_gap_only,"source receipt, hashes, OCR status, candidate text only after review; no private paths and no unverified claims",1,0
hormel_chili_no_beans,Hormel Chili No Beans,,prepared foods,full_corpus_shell,Earliest label hunt,earliest_verified_label,hormel_chili_no_beans__earliest_verified_label__677__1,panel_source_candidate,upcfoodsearch.com,https://upcfoodsearch.com/food-products/canned-chili/037600241939/,Hormel Chili No Beans UPC Food Search record,upcfoodsearch.com,panel_source_candidate,low,panel_capture_needed,source_page_capture_needed,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",57,Candidate-only: no ingredient or formulation claim may be promoted without corrected transcription and manual verification.,private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,candidate,,,panel_crop,Crop the ingredient statement panel with enough surrounding package context to preserve SKU/date cues.,ingredient_panel,hormel_chili_no_beans__earliest_verified_label__677__1;hormel_chili_no_beans:hormel_chili_no_beans__earliest_verified_label__677__1;https://upcfoodsearch.com/food-products/canned-chili/037600241939/,source_receipt_or_gap_only,"source receipt, hashes, OCR status, candidate text only after review; no private paths and no unverified claims",1,0
jello_strawberry_gelatin,Jell-O Strawberry Gelatin,,desserts,full_corpus_shell,Earliest label hunt,earliest_verified_label,jello_strawberry_gelatin__earliest_verified_label__185__1,panel_source_candidate,flickr.com,https://www.flickr.com/photos/jasonliebigstuff/2629782517,"General Foods Jell-O Wild Strawberry Gelatin Dessert box file flat, August 1 1969 - Flickr",flickr.com,panel_source_candidate,low,panel_capture_needed,source_page_capture_needed,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",57,Candidate-only: no ingredient or formulation claim may be promoted without corrected transcription and manual verification.,private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,candidate,,,panel_crop,Crop the ingredient statement panel with enough surrounding package context to preserve SKU/date cues.,ingredient_panel,jello_strawberry_gelatin__earliest_verified_label__185__1;jello_strawberry_gelatin:jello_strawberry_gelatin__earliest_verified_label__185__1;https://www.flickr.com/photos/jasonliebigstuff/2629782517,source_receipt_or_gap_only,"source receipt, hashes, OCR status, candidate text only after review; no private paths and no unverified claims",1,0
froot_loops,Kellogg's Froot Loops,,cereal,full_corpus_shell,Earliest label hunt,earliest_verified_label,froot_loops__earliest_verified_label__330__1,panel_source_candidate,flickr.com,https://www.flickr.com/photos/25692985%40N07/3502316339,1990 Kellogg's Froot Loops Cereal Box Back - Flickr,flickr.com,panel_source_candidate,low,panel_capture_needed,source_page_capture_needed,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",57,Candidate-only: no ingredient or formulation claim may be promoted without corrected transcription and manual verification.,private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,candidate,,,panel_crop,Crop the ingredient statement panel with enough surrounding package context to preserve SKU/date cues.,ingredient_panel,froot_loops__earliest_verified_label__330__1;froot_loops:froot_loops__earliest_verified_label__330__1;https://www.flickr.com/photos/25692985%40N07/3502316339,source_receipt_or_gap_only,"source receipt, hashes, OCR status, candidate text only after review; no private paths and no unverified claims",1,0
froot_loops,Kellogg's Froot Loops,,cereal,full_corpus_shell,1990s bridge,1990s,froot_loops__1990s__330__1,panel_source_candidate,flickr.com,https://www.flickr.com/photos/25692985%40N07/3502316339,1990 Kellogg's Froot Loops Cereal Box Back - Flickr,flickr.com,panel_source_candidate,low,panel_capture_needed,source_page_capture_needed,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",57,Candidate-only: no ingredient or formulation claim may be promoted without corrected transcription and manual verification.,private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,candidate,,,panel_crop,Crop the ingredient statement panel with enough surrounding package context to preserve SKU/date cues.,ingredient_panel,froot_loops__1990s__330__1;froot_loops:froot_loops__1990s__330__1;https://www.flickr.com/photos/25692985%40N07/3502316339,source_receipt_or_gap_only,"source receipt, hashes, OCR status, candidate text only after review; no private paths and no unverified claims",1,0
frosted_flakes,Kellogg's Frosted Flakes,,cereal,full_corpus_shell,Earliest label hunt,earliest_verified_label,frosted_flakes__earliest_verified_label__405__1,panel_source_candidate,flickr.com,https://www.flickr.com/photos/25692985%40N07/3544406888,"Kellogg's Frosted Flakes Cereal Box Back, Early 1990's - Flickr",flickr.com,panel_source_candidate,low,panel_capture_needed,source_page_capture_needed,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",57,Candidate-only: no ingredient or formulation claim may be promoted without corrected transcription and manual verification.,private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,candidate,,,panel_crop,Crop the ingredient statement panel with enough surrounding package context to preserve SKU/date cues.,ingredient_panel,frosted_flakes__earliest_verified_label__405__1;frosted_flakes:frosted_flakes__earliest_verified_label__405__1;https://www.flickr.com/photos/25692985%40N07/3544406888,source_receipt_or_gap_only,"source receipt, hashes, OCR status, candidate text only after review; no private paths and no unverified claims",1,0
frosted_flakes,Kellogg's Frosted Flakes,,cereal,full_corpus_shell,1990s bridge,1990s,frosted_flakes__1990s__405__1,panel_source_candidate,flickr.com,https://www.flickr.com/photos/25692985%40N07/3544406888,"Kellogg's Frosted Flakes Cereal Box Back, Early 1990's - Flickr",flickr.com,panel_source_candidate,low,panel_capture_needed,source_page_capture_needed,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",57,Candidate-only: no ingredient or formulation claim may be promoted without corrected transcription and manual verification.,private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,candidate,,,panel_crop,Crop the ingredient statement panel with enough surrounding package context to preserve SKU/date cues.,ingredient_panel,frosted_flakes__1990s__405__1;frosted_flakes:frosted_flakes__1990s__405__1;https://www.flickr.com/photos/25692985%40N07/3544406888,source_receipt_or_gap_only,"source receipt, hashes, OCR status, candidate text only after review; no private paths and no unverified claims",1,0
kfc_famous_bowl,KFC Famous Bowl,,fast food,full_corpus_shell,Earliest label hunt,earliest_verified_label,kfc_famous_bowl__earliest_verified_label__700__1,panel_source_candidate,docslib.org,https://docslib.org/doc/513747/kfc-ingredients-pdf,KFC Ingredients PDF mirror with July 17 2012 ingredient list,docslib.org,panel_source_candidate,low,panel_capture_needed,source_page_capture_needed,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",57,Candidate-only: no ingredient or formulation claim may be promoted without corrected transcription and manual verification.,private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,candidate,,,document_text_extract,"Capture the ingredient, allergen, nutrition, or disclosure document block for this product/vintage slot.",document_text,kfc_famous_bowl__earliest_verified_label__700__1;kfc_famous_bowl:kfc_famous_bowl__earliest_verified_label__700__1;https://docslib.org/doc/513747/kfc-ingredients-pdf,source_receipt_or_gap_only,"source receipt, hashes, OCR status, candidate text only after review; no private paths and no unverified claims",1,0
kfc_original_recipe_chicken,KFC Original Recipe Chicken,,fast food,full_corpus_shell,Earliest label hunt,earliest_verified_label,kfc_original_recipe_chicken__earliest_verified_label__765__2,panel_source_candidate,docslib.org,https://docslib.org/doc/513747/kfc-ingredients-pdf,"KFC ingredient list PDF mirror, July 17 2012",docslib.org,panel_source_candidate,low,panel_capture_needed,source_page_capture_needed,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",57,Candidate-only: no ingredient or formulation claim may be promoted without corrected transcription and manual verification.,private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,candidate,,,document_text_extract,"Capture the ingredient, allergen, nutrition, or disclosure document block for this product/vintage slot.",document_text,kfc_original_recipe_chicken__earliest_verified_label__765__2;kfc_original_recipe_chicken:kfc_original_recipe_chicken__earliest_verified_label__765__2;https://docslib.org/doc/513747/kfc-ingredients-pdf,source_receipt_or_gap_only,"source receipt, hashes, OCR status, candidate text only after review; no private paths and no unverified claims",1,0
lucky_charms,Lucky Charms,,cereal,full_corpus_shell,Earliest label hunt,earliest_verified_label,lucky_charms__earliest_verified_label__276__3,panel_source_candidate,flickr.com,https://www.flickr.com/photos/neatocoolville/423218445,"Lucky Charms Box Character Cutouts Back, 1980 - Flickr",flickr.com,panel_source_candidate,low,panel_capture_needed,source_page_capture_needed,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",57,Candidate-only: no ingredient or formulation claim may be promoted without corrected transcription and manual verification.,private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,candidate,,,panel_crop,Crop the ingredient statement panel with enough surrounding package context to preserve SKU/date cues.,ingredient_panel,lucky_charms__earliest_verified_label__276__3;lucky_charms:lucky_charms__earliest_verified_label__276__3;https://www.flickr.com/photos/neatocoolville/423218445,source_receipt_or_gap_only,"source receipt, hashes, OCR status, candidate text only after review; no private paths and no unverified claims",1,0
