run_id,packet_id,packet_rank,product_id,product_name,vintage_label,vintage_bucket,source_domain,source_url,source_title,panel_gap_status,proof_lane,existing_source_role,existing_image_candidate_count,explicit_panel_signal_candidates,wrapper_context_candidates,low_signal_candidates,missing_primary_surfaces,missing_support_surfaces,preferred_source_types,source_hunt_queries,grok_research_packet,review_sequence,priority,next_action,candidate_only,manual_verified
cwa-panel-gap-source-hunt-v1,cwa_ingredient_packet_0a3cbee10cb537,14,reeses_peanut_butter_cups,Reese's Peanut Butter Cups,2003,2000s,candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/2003-reeses/,2003 Reese's Peanut Butter Cups source page,lineage_photo_only_back_panel_hunt_needed,ingredient_panel_source_hunt,dated_wrapper_lineage_context,7,0,1,6,ingredient_panel;nutrition_panel,net_weight;manufacturer_or_distributor;serving_size;date_or_lot_cue,back_panel_photo;side_panel_photo;auction_listing_photo;collector_listing_photo;brand_archive;retailer_label;archive_capture,"""2003 Reese's Peanut Butter Cups"" ingredients wrapper back panel; ""2003 Reese's Peanut Butter Cups"" nutrition facts wrapper; ""2003 Reese's Peanut Butter Cups"" candy wrapper back; ""2000s Reese's Peanut Butter Cups"" ingredients label; ""Reese's Peanut Butter Cups"" 2003 ""net wt"" wrapper","Research assist only: find source-attributable Reese's Peanut Butter Cups 2003 ingredient, nutrition, or back-panel photo leads. Treat CWA as dated wrapper context only; return source URLs and confidence warnings, not verified claims.",1_private_visual_review_existing_cwa;2_back_panel_source_hunt;3_private_crop;4_native_ocr;5_corrected_transcription;6_manual_verification,66,"Use the CWA wrapper photo as dated product context, then hunt a readable back/side ingredient or nutrition panel for the same product and vintage.",1,0
cwa-panel-gap-source-hunt-v1,cwa_ingredient_packet_0393e54e2ea22e,15,reeses_peanut_butter_cups,Reese's Peanut Butter Cups,2005,2000s,candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/2005-reeses/,2005 Reese's Peanut Butter Cups source page,lineage_photo_only_back_panel_hunt_needed,ingredient_panel_source_hunt,dated_wrapper_lineage_context,7,0,1,6,ingredient_panel;nutrition_panel,net_weight;manufacturer_or_distributor;serving_size;date_or_lot_cue,back_panel_photo;side_panel_photo;auction_listing_photo;collector_listing_photo;brand_archive;retailer_label;archive_capture,"""2005 Reese's Peanut Butter Cups"" ingredients wrapper back panel; ""2005 Reese's Peanut Butter Cups"" nutrition facts wrapper; ""2005 Reese's Peanut Butter Cups"" candy wrapper back; ""2000s Reese's Peanut Butter Cups"" ingredients label; ""Reese's Peanut Butter Cups"" 2005 ""net wt"" wrapper","Research assist only: find source-attributable Reese's Peanut Butter Cups 2005 ingredient, nutrition, or back-panel photo leads. Treat CWA as dated wrapper context only; return source URLs and confidence warnings, not verified claims.",1_private_visual_review_existing_cwa;2_back_panel_source_hunt;3_private_crop;4_native_ocr;5_corrected_transcription;6_manual_verification,66,"Use the CWA wrapper photo as dated product context, then hunt a readable back/side ingredient or nutrition panel for the same product and vintage.",1,0
cwa-panel-gap-source-hunt-v1,cwa_ingredient_packet_26eff3b8ba9993,24,kit_kat_bar,Kit Kat Bar,2000,2000s,candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/2000-kit-kat/,2000 Kit Kat Bar source page,lineage_photo_only_back_panel_hunt_needed,ingredient_panel_source_hunt,dated_wrapper_lineage_context,7,0,5,2,ingredient_panel;nutrition_panel,net_weight;manufacturer_or_distributor;serving_size;date_or_lot_cue,back_panel_photo;side_panel_photo;auction_listing_photo;collector_listing_photo;brand_archive;retailer_label;archive_capture,"""2000 Kit Kat Bar"" ingredients wrapper back panel; ""2000 Kit Kat Bar"" nutrition facts wrapper; ""2000 Kit Kat Bar"" candy wrapper back; ""2000s Kit Kat Bar"" ingredients label; ""Kit Kat Bar"" 2000 ""net wt"" wrapper","Research assist only: find source-attributable Kit Kat Bar 2000 ingredient, nutrition, or back-panel photo leads. Treat CWA as dated wrapper context only; return source URLs and confidence warnings, not verified claims.",1_private_visual_review_existing_cwa;2_back_panel_source_hunt;3_private_crop;4_native_ocr;5_corrected_transcription;6_manual_verification,66,"Use the CWA wrapper photo as dated product context, then hunt a readable back/side ingredient or nutrition panel for the same product and vintage.",1,0
cwa-panel-gap-source-hunt-v1,cwa_ingredient_packet_72af616e1e986a,28,snickers_bar,Snickers Bar,1939,1930s,candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1940s-snickers/,1939 Snickers Bar source page,lineage_photo_only_back_panel_hunt_needed,ingredient_panel_source_hunt,dated_wrapper_lineage_context,7,0,5,2,ingredient_panel;nutrition_panel,net_weight;manufacturer_or_distributor;serving_size;date_or_lot_cue,back_panel_photo;side_panel_photo;auction_listing_photo;collector_listing_photo;brand_archive;retailer_label;archive_capture,"""1939 Snickers Bar"" ingredients wrapper back panel; ""1939 Snickers Bar"" nutrition facts wrapper; ""1939 Snickers Bar"" candy wrapper back; ""1930s Snickers Bar"" ingredients label; ""Snickers Bar"" 1939 ""net wt"" wrapper","Research assist only: find source-attributable Snickers Bar 1939 ingredient, nutrition, or back-panel photo leads. Treat CWA as dated wrapper context only; return source URLs and confidence warnings, not verified claims.",1_private_visual_review_existing_cwa;2_back_panel_source_hunt;3_private_crop;4_native_ocr;5_corrected_transcription;6_manual_verification,66,"Use the CWA wrapper photo as dated product context, then hunt a readable back/side ingredient or nutrition panel for the same product and vintage.",1,0
cwa-panel-gap-source-hunt-v1,cwa_ingredient_packet_be9651aed9a9bf,29,snickers_bar,Snickers Bar,1940s,1940s,candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1940s-snickers-2/,1940s Snickers Bar source page,lineage_photo_only_back_panel_hunt_needed,ingredient_panel_source_hunt,dated_wrapper_lineage_context,7,0,5,2,ingredient_panel;nutrition_panel,net_weight;manufacturer_or_distributor;serving_size;date_or_lot_cue,back_panel_photo;side_panel_photo;auction_listing_photo;collector_listing_photo;brand_archive;retailer_label;archive_capture,"""1940s Snickers Bar"" ingredients wrapper back panel; ""1940s Snickers Bar"" nutrition facts wrapper; ""1940s Snickers Bar"" candy wrapper back; ""1940s Snickers Bar"" ingredients label; ""Snickers Bar"" 1940s ""net wt"" wrapper","Research assist only: find source-attributable Snickers Bar 1940s ingredient, nutrition, or back-panel photo leads. Treat CWA as dated wrapper context only; return source URLs and confidence warnings, not verified claims.",1_private_visual_review_existing_cwa;2_back_panel_source_hunt;3_private_crop;4_native_ocr;5_corrected_transcription;6_manual_verification,66,"Use the CWA wrapper photo as dated product context, then hunt a readable back/side ingredient or nutrition panel for the same product and vintage.",1,0
cwa-panel-gap-source-hunt-v1,cwa_ingredient_packet_cf095a529839ae,30,snickers_bar,Snickers Bar,1950s,1950s,candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1950s-snickers/,1950s Snickers Bar source page,lineage_photo_only_back_panel_hunt_needed,ingredient_panel_source_hunt,dated_wrapper_lineage_context,7,0,5,2,ingredient_panel;nutrition_panel,net_weight;manufacturer_or_distributor;serving_size;date_or_lot_cue,back_panel_photo;side_panel_photo;auction_listing_photo;collector_listing_photo;brand_archive;retailer_label;archive_capture,"""1950s Snickers Bar"" ingredients wrapper back panel; ""1950s Snickers Bar"" nutrition facts wrapper; ""1950s Snickers Bar"" candy wrapper back; ""1950s Snickers Bar"" ingredients label; ""Snickers Bar"" 1950s ""net wt"" wrapper","Research assist only: find source-attributable Snickers Bar 1950s ingredient, nutrition, or back-panel photo leads. Treat CWA as dated wrapper context only; return source URLs and confidence warnings, not verified claims.",1_private_visual_review_existing_cwa;2_back_panel_source_hunt;3_private_crop;4_native_ocr;5_corrected_transcription;6_manual_verification,66,"Use the CWA wrapper photo as dated product context, then hunt a readable back/side ingredient or nutrition panel for the same product and vintage.",1,0
cwa-panel-gap-source-hunt-v1,cwa_ingredient_packet_ddded09968e768,31,snickers_bar,Snickers Bar,1983,1980s,candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1983-snickers/,1983 Snickers Bar source page,lineage_photo_only_back_panel_hunt_needed,ingredient_panel_source_hunt,dated_wrapper_lineage_context,7,0,5,2,ingredient_panel;nutrition_panel,net_weight;manufacturer_or_distributor;serving_size;date_or_lot_cue,back_panel_photo;side_panel_photo;auction_listing_photo;collector_listing_photo;brand_archive;retailer_label;archive_capture,"""1983 Snickers Bar"" ingredients wrapper back panel; ""1983 Snickers Bar"" nutrition facts wrapper; ""1983 Snickers Bar"" candy wrapper back; ""1980s Snickers Bar"" ingredients label; ""Snickers Bar"" 1983 ""net wt"" wrapper","Research assist only: find source-attributable Snickers Bar 1983 ingredient, nutrition, or back-panel photo leads. Treat CWA as dated wrapper context only; return source URLs and confidence warnings, not verified claims.",1_private_visual_review_existing_cwa;2_back_panel_source_hunt;3_private_crop;4_native_ocr;5_corrected_transcription;6_manual_verification,66,"Use the CWA wrapper photo as dated product context, then hunt a readable back/side ingredient or nutrition panel for the same product and vintage.",1,0
cwa-panel-gap-source-hunt-v1,cwa_ingredient_packet_a1563afe4d2e7f,32,snickers_bar,Snickers Bar,1990,1990s,candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1990-snickers/,1990 Snickers Bar source page,lineage_photo_only_back_panel_hunt_needed,ingredient_panel_source_hunt,dated_wrapper_lineage_context,7,0,5,2,ingredient_panel;nutrition_panel,net_weight;manufacturer_or_distributor;serving_size;date_or_lot_cue,back_panel_photo;side_panel_photo;auction_listing_photo;collector_listing_photo;brand_archive;retailer_label;archive_capture,"""1990 Snickers Bar"" ingredients wrapper back panel; ""1990 Snickers Bar"" nutrition facts wrapper; ""1990 Snickers Bar"" candy wrapper back; ""1990s Snickers Bar"" ingredients label; ""Snickers Bar"" 1990 ""net wt"" wrapper","Research assist only: find source-attributable Snickers Bar 1990 ingredient, nutrition, or back-panel photo leads. Treat CWA as dated wrapper context only; return source URLs and confidence warnings, not verified claims.",1_private_visual_review_existing_cwa;2_back_panel_source_hunt;3_private_crop;4_native_ocr;5_corrected_transcription;6_manual_verification,66,"Use the CWA wrapper photo as dated product context, then hunt a readable back/side ingredient or nutrition panel for the same product and vintage.",1,0
cwa-panel-gap-source-hunt-v1,cwa_ingredient_packet_4cdf0ea6ee12b6,34,mms_milk_chocolate,M&M's Milk Chocolate Candies,1970s,1970s,candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1970s-mms/,1970s M&M's Milk Chocolate Candies source page,lineage_photo_only_back_panel_hunt_needed,ingredient_panel_source_hunt,dated_wrapper_lineage_context,7,0,1,6,ingredient_panel;nutrition_panel,net_weight;manufacturer_or_distributor;serving_size;date_or_lot_cue,back_panel_photo;side_panel_photo;auction_listing_photo;collector_listing_photo;brand_archive;retailer_label;archive_capture,"""1970s M&M's Milk Chocolate Candies"" ingredients wrapper back panel; ""1970s M&M's Milk Chocolate Candies"" nutrition facts wrapper; ""1970s M&M's Milk Chocolate Candies"" candy wrapper back; ""1970s M&M's Milk Chocolate Candies"" ingredients label; ""M&M's Milk Chocolate Candies"" 1970s ""net wt"" wrapper","Research assist only: find source-attributable M&M's Milk Chocolate Candies 1970s ingredient, nutrition, or back-panel photo leads. Treat CWA as dated wrapper context only; return source URLs and confidence warnings, not verified claims.",1_private_visual_review_existing_cwa;2_back_panel_source_hunt;3_private_crop;4_native_ocr;5_corrected_transcription;6_manual_verification,66,"Use the CWA wrapper photo as dated product context, then hunt a readable back/side ingredient or nutrition panel for the same product and vintage.",1,0
cwa-panel-gap-source-hunt-v1,cwa_ingredient_packet_6d2be6c2f70415,35,mms_milk_chocolate,M&M's Milk Chocolate Candies,1997,1990s,candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1997-mm/,1997 M&M's Milk Chocolate Candies source page,lineage_photo_only_back_panel_hunt_needed,ingredient_panel_source_hunt,dated_wrapper_lineage_context,7,0,1,6,ingredient_panel;nutrition_panel,net_weight;manufacturer_or_distributor;serving_size;date_or_lot_cue,back_panel_photo;side_panel_photo;auction_listing_photo;collector_listing_photo;brand_archive;retailer_label;archive_capture,"""1997 M&M's Milk Chocolate Candies"" ingredients wrapper back panel; ""1997 M&M's Milk Chocolate Candies"" nutrition facts wrapper; ""1997 M&M's Milk Chocolate Candies"" candy wrapper back; ""1990s M&M's Milk Chocolate Candies"" ingredients label; ""M&M's Milk Chocolate Candies"" 1997 ""net wt"" wrapper","Research assist only: find source-attributable M&M's Milk Chocolate Candies 1997 ingredient, nutrition, or back-panel photo leads. Treat CWA as dated wrapper context only; return source URLs and confidence warnings, not verified claims.",1_private_visual_review_existing_cwa;2_back_panel_source_hunt;3_private_crop;4_native_ocr;5_corrected_transcription;6_manual_verification,66,"Use the CWA wrapper photo as dated product context, then hunt a readable back/side ingredient or nutrition panel for the same product and vintage.",1,0
cwa-panel-gap-source-hunt-v1,cwa_ingredient_packet_884f8d837cfd2e,36,mms_milk_chocolate,M&M's Milk Chocolate Candies,1997,1990s,candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1997-mm-2/,1997 M&M's Milk Chocolate Candies source page,lineage_photo_only_back_panel_hunt_needed,ingredient_panel_source_hunt,dated_wrapper_lineage_context,7,0,1,6,ingredient_panel;nutrition_panel,net_weight;manufacturer_or_distributor;serving_size;date_or_lot_cue,back_panel_photo;side_panel_photo;auction_listing_photo;collector_listing_photo;brand_archive;retailer_label;archive_capture,"""1997 M&M's Milk Chocolate Candies"" ingredients wrapper back panel; ""1997 M&M's Milk Chocolate Candies"" nutrition facts wrapper; ""1997 M&M's Milk Chocolate Candies"" candy wrapper back; ""1990s M&M's Milk Chocolate Candies"" ingredients label; ""M&M's Milk Chocolate Candies"" 1997 ""net wt"" wrapper","Research assist only: find source-attributable M&M's Milk Chocolate Candies 1997 ingredient, nutrition, or back-panel photo leads. Treat CWA as dated wrapper context only; return source URLs and confidence warnings, not verified claims.",1_private_visual_review_existing_cwa;2_back_panel_source_hunt;3_private_crop;4_native_ocr;5_corrected_transcription;6_manual_verification,66,"Use the CWA wrapper photo as dated product context, then hunt a readable back/side ingredient or nutrition panel for the same product and vintage.",1,0
cwa-panel-gap-source-hunt-v1,cwa_ingredient_packet_9e67f67ffedb0d,37,mms_milk_chocolate,M&M's Milk Chocolate Candies,1998,1990s,candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1998-mm-2/,1998 M&M's Milk Chocolate Candies source page,lineage_photo_only_back_panel_hunt_needed,ingredient_panel_source_hunt,dated_wrapper_lineage_context,7,0,1,6,ingredient_panel;nutrition_panel,net_weight;manufacturer_or_distributor;serving_size;date_or_lot_cue,back_panel_photo;side_panel_photo;auction_listing_photo;collector_listing_photo;brand_archive;retailer_label;archive_capture,"""1998 M&M's Milk Chocolate Candies"" ingredients wrapper back panel; ""1998 M&M's Milk Chocolate Candies"" nutrition facts wrapper; ""1998 M&M's Milk Chocolate Candies"" candy wrapper back; ""1990s M&M's Milk Chocolate Candies"" ingredients label; ""M&M's Milk Chocolate Candies"" 1998 ""net wt"" wrapper","Research assist only: find source-attributable M&M's Milk Chocolate Candies 1998 ingredient, nutrition, or back-panel photo leads. Treat CWA as dated wrapper context only; return source URLs and confidence warnings, not verified claims.",1_private_visual_review_existing_cwa;2_back_panel_source_hunt;3_private_crop;4_native_ocr;5_corrected_transcription;6_manual_verification,66,"Use the CWA wrapper photo as dated product context, then hunt a readable back/side ingredient or nutrition panel for the same product and vintage.",1,0
cwa-panel-gap-source-hunt-v1,cwa_ingredient_packet_65274b9298d3e2,38,mms_milk_chocolate,M&M's Milk Chocolate Candies,1998,1990s,candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1998-mm/,1998 M&M's Milk Chocolate Candies source page,lineage_photo_only_back_panel_hunt_needed,ingredient_panel_source_hunt,dated_wrapper_lineage_context,7,0,1,6,ingredient_panel;nutrition_panel,net_weight;manufacturer_or_distributor;serving_size;date_or_lot_cue,back_panel_photo;side_panel_photo;auction_listing_photo;collector_listing_photo;brand_archive;retailer_label;archive_capture,"""1998 M&M's Milk Chocolate Candies"" ingredients wrapper back panel; ""1998 M&M's Milk Chocolate Candies"" nutrition facts wrapper; ""1998 M&M's Milk Chocolate Candies"" candy wrapper back; ""1990s M&M's Milk Chocolate Candies"" ingredients label; ""M&M's Milk Chocolate Candies"" 1998 ""net wt"" wrapper","Research assist only: find source-attributable M&M's Milk Chocolate Candies 1998 ingredient, nutrition, or back-panel photo leads. Treat CWA as dated wrapper context only; return source URLs and confidence warnings, not verified claims.",1_private_visual_review_existing_cwa;2_back_panel_source_hunt;3_private_crop;4_native_ocr;5_corrected_transcription;6_manual_verification,66,"Use the CWA wrapper photo as dated product context, then hunt a readable back/side ingredient or nutrition panel for the same product and vintage.",1,0
cwa-panel-gap-source-hunt-v1,cwa_ingredient_packet_2280a6b4f9504b,44,milky_way_bar,Milky Way Bar,1939,1930s,candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1939-milky-way/,1939 Milky Way Bar source page,lineage_photo_only_back_panel_hunt_needed,ingredient_panel_source_hunt,dated_wrapper_lineage_context,7,0,5,2,ingredient_panel;nutrition_panel,net_weight;manufacturer_or_distributor;serving_size;date_or_lot_cue,back_panel_photo;side_panel_photo;auction_listing_photo;collector_listing_photo;brand_archive;retailer_label;archive_capture,"""1939 Milky Way Bar"" ingredients wrapper back panel; ""1939 Milky Way Bar"" nutrition facts wrapper; ""1939 Milky Way Bar"" candy wrapper back; ""1930s Milky Way Bar"" ingredients label; ""Milky Way Bar"" 1939 ""net wt"" wrapper","Research assist only: find source-attributable Milky Way Bar 1939 ingredient, nutrition, or back-panel photo leads. Treat CWA as dated wrapper context only; return source URLs and confidence warnings, not verified claims.",1_private_visual_review_existing_cwa;2_back_panel_source_hunt;3_private_crop;4_native_ocr;5_corrected_transcription;6_manual_verification,66,"Use the CWA wrapper photo as dated product context, then hunt a readable back/side ingredient or nutrition panel for the same product and vintage.",1,0
cwa-panel-gap-source-hunt-v1,cwa_ingredient_packet_b0bb8fbc2d7235,45,milky_way_bar,Milky Way Bar,1940s,1940s,candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1940s-milky-way/,1940s Milky Way Bar source page,lineage_photo_only_back_panel_hunt_needed,ingredient_panel_source_hunt,dated_wrapper_lineage_context,7,0,5,2,ingredient_panel;nutrition_panel,net_weight;manufacturer_or_distributor;serving_size;date_or_lot_cue,back_panel_photo;side_panel_photo;auction_listing_photo;collector_listing_photo;brand_archive;retailer_label;archive_capture,"""1940s Milky Way Bar"" ingredients wrapper back panel; ""1940s Milky Way Bar"" nutrition facts wrapper; ""1940s Milky Way Bar"" candy wrapper back; ""1940s Milky Way Bar"" ingredients label; ""Milky Way Bar"" 1940s ""net wt"" wrapper","Research assist only: find source-attributable Milky Way Bar 1940s ingredient, nutrition, or back-panel photo leads. Treat CWA as dated wrapper context only; return source URLs and confidence warnings, not verified claims.",1_private_visual_review_existing_cwa;2_back_panel_source_hunt;3_private_crop;4_native_ocr;5_corrected_transcription;6_manual_verification,66,"Use the CWA wrapper photo as dated product context, then hunt a readable back/side ingredient or nutrition panel for the same product and vintage.",1,0
cwa-panel-gap-source-hunt-v1,cwa_ingredient_packet_52c47e15c1d0c1,46,milky_way_bar,Milky Way Bar,1950s,1950s,candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1950s-milky-way-2/,1950s Milky Way Bar source page,lineage_photo_only_back_panel_hunt_needed,ingredient_panel_source_hunt,dated_wrapper_lineage_context,7,0,5,2,ingredient_panel;nutrition_panel,net_weight;manufacturer_or_distributor;serving_size;date_or_lot_cue,back_panel_photo;side_panel_photo;auction_listing_photo;collector_listing_photo;brand_archive;retailer_label;archive_capture,"""1950s Milky Way Bar"" ingredients wrapper back panel; ""1950s Milky Way Bar"" nutrition facts wrapper; ""1950s Milky Way Bar"" candy wrapper back; ""1950s Milky Way Bar"" ingredients label; ""Milky Way Bar"" 1950s ""net wt"" wrapper","Research assist only: find source-attributable Milky Way Bar 1950s ingredient, nutrition, or back-panel photo leads. Treat CWA as dated wrapper context only; return source URLs and confidence warnings, not verified claims.",1_private_visual_review_existing_cwa;2_back_panel_source_hunt;3_private_crop;4_native_ocr;5_corrected_transcription;6_manual_verification,66,"Use the CWA wrapper photo as dated product context, then hunt a readable back/side ingredient or nutrition panel for the same product and vintage.",1,0
cwa-panel-gap-source-hunt-v1,cwa_ingredient_packet_e06e18ec457cbe,47,milky_way_bar,Milky Way Bar,1958,1950s,candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1958-milky-way/,1958 Milky Way Bar source page,lineage_photo_only_back_panel_hunt_needed,ingredient_panel_source_hunt,dated_wrapper_lineage_context,7,0,5,2,ingredient_panel;nutrition_panel,net_weight;manufacturer_or_distributor;serving_size;date_or_lot_cue,back_panel_photo;side_panel_photo;auction_listing_photo;collector_listing_photo;brand_archive;retailer_label;archive_capture,"""1958 Milky Way Bar"" ingredients wrapper back panel; ""1958 Milky Way Bar"" nutrition facts wrapper; ""1958 Milky Way Bar"" candy wrapper back; ""1950s Milky Way Bar"" ingredients label; ""Milky Way Bar"" 1958 ""net wt"" wrapper","Research assist only: find source-attributable Milky Way Bar 1958 ingredient, nutrition, or back-panel photo leads. Treat CWA as dated wrapper context only; return source URLs and confidence warnings, not verified claims.",1_private_visual_review_existing_cwa;2_back_panel_source_hunt;3_private_crop;4_native_ocr;5_corrected_transcription;6_manual_verification,66,"Use the CWA wrapper photo as dated product context, then hunt a readable back/side ingredient or nutrition panel for the same product and vintage.",1,0
cwa-panel-gap-source-hunt-v1,cwa_ingredient_packet_35c7db6a33734d,48,tootsie_roll,Tootsie Roll,1940s,1940s,candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1940s-tootsie-roll/,1940s Tootsie Roll source page,lineage_photo_only_back_panel_hunt_needed,ingredient_panel_source_hunt,dated_wrapper_lineage_context,6,0,1,5,ingredient_panel;nutrition_panel,net_weight;manufacturer_or_distributor;serving_size;date_or_lot_cue,back_panel_photo;side_panel_photo;auction_listing_photo;collector_listing_photo;brand_archive;retailer_label;archive_capture,"""1940s Tootsie Roll"" ingredients wrapper back panel; ""1940s Tootsie Roll"" nutrition facts wrapper; ""1940s Tootsie Roll"" candy wrapper back; ""1940s Tootsie Roll"" ingredients label; ""Tootsie Roll"" 1940s ""net wt"" wrapper","Research assist only: find source-attributable Tootsie Roll 1940s ingredient, nutrition, or back-panel photo leads. Treat CWA as dated wrapper context only; return source URLs and confidence warnings, not verified claims.",1_private_visual_review_existing_cwa;2_back_panel_source_hunt;3_private_crop;4_native_ocr;5_corrected_transcription;6_manual_verification,60,"Use the CWA wrapper photo as dated product context, then hunt a readable back/side ingredient or nutrition panel for the same product and vintage.",1,0
cwa-panel-gap-source-hunt-v1,cwa_ingredient_packet_8e084e5c1cb0c4,49,tootsie_roll,Tootsie Roll,1960s,1960s,candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1960s-tootsie-roll-2/,1960s Tootsie Roll source page,lineage_photo_only_back_panel_hunt_needed,ingredient_panel_source_hunt,dated_wrapper_lineage_context,6,0,1,5,ingredient_panel;nutrition_panel,net_weight;manufacturer_or_distributor;serving_size;date_or_lot_cue,back_panel_photo;side_panel_photo;auction_listing_photo;collector_listing_photo;brand_archive;retailer_label;archive_capture,"""1960s Tootsie Roll"" ingredients wrapper back panel; ""1960s Tootsie Roll"" nutrition facts wrapper; ""1960s Tootsie Roll"" candy wrapper back; ""1960s Tootsie Roll"" ingredients label; ""Tootsie Roll"" 1960s ""net wt"" wrapper","Research assist only: find source-attributable Tootsie Roll 1960s ingredient, nutrition, or back-panel photo leads. Treat CWA as dated wrapper context only; return source URLs and confidence warnings, not verified claims.",1_private_visual_review_existing_cwa;2_back_panel_source_hunt;3_private_crop;4_native_ocr;5_corrected_transcription;6_manual_verification,60,"Use the CWA wrapper photo as dated product context, then hunt a readable back/side ingredient or nutrition panel for the same product and vintage.",1,0
cwa-panel-gap-source-hunt-v1,cwa_ingredient_packet_465943270b2630,25,kit_kat_bar,Kit Kat Bar,2002,2000s,candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/2002-kit-kat/,2002 Kit Kat Bar source page,lineage_photo_only_back_panel_hunt_needed,ingredient_panel_source_hunt,dated_wrapper_lineage_context,7,0,5,2,ingredient_panel;nutrition_panel,net_weight;manufacturer_or_distributor;serving_size;date_or_lot_cue,back_panel_photo;side_panel_photo;auction_listing_photo;collector_listing_photo;brand_archive;retailer_label;archive_capture,"""2002 Kit Kat Bar"" ingredients wrapper back panel; ""2002 Kit Kat Bar"" nutrition facts wrapper; ""2002 Kit Kat Bar"" candy wrapper back; ""2000s Kit Kat Bar"" ingredients label; ""Kit Kat Bar"" 2002 ""net wt"" wrapper","Research assist only: find source-attributable Kit Kat Bar 2002 ingredient, nutrition, or back-panel photo leads. Treat CWA as dated wrapper context only; return source URLs and confidence warnings, not verified claims.",1_private_visual_review_existing_cwa;2_back_panel_source_hunt;3_private_crop;4_native_ocr;5_corrected_transcription;6_manual_verification,58,"Use the CWA wrapper photo as dated product context, then hunt a readable back/side ingredient or nutrition panel for the same product and vintage.",1,0
cwa-panel-gap-source-hunt-v1,cwa_ingredient_packet_da1651af787730,26,kit_kat_bar,Kit Kat Bar,2006,2000s,candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/2006-kit-kat/,2006 Kit Kat Bar source page,lineage_photo_only_back_panel_hunt_needed,ingredient_panel_source_hunt,dated_wrapper_lineage_context,7,0,5,2,ingredient_panel;nutrition_panel,net_weight;manufacturer_or_distributor;serving_size;date_or_lot_cue,back_panel_photo;side_panel_photo;auction_listing_photo;collector_listing_photo;brand_archive;retailer_label;archive_capture,"""2006 Kit Kat Bar"" ingredients wrapper back panel; ""2006 Kit Kat Bar"" nutrition facts wrapper; ""2006 Kit Kat Bar"" candy wrapper back; ""2000s Kit Kat Bar"" ingredients label; ""Kit Kat Bar"" 2006 ""net wt"" wrapper","Research assist only: find source-attributable Kit Kat Bar 2006 ingredient, nutrition, or back-panel photo leads. Treat CWA as dated wrapper context only; return source URLs and confidence warnings, not verified claims.",1_private_visual_review_existing_cwa;2_back_panel_source_hunt;3_private_crop;4_native_ocr;5_corrected_transcription;6_manual_verification,58,"Use the CWA wrapper photo as dated product context, then hunt a readable back/side ingredient or nutrition panel for the same product and vintage.",1,0
cwa-panel-gap-source-hunt-v1,cwa_ingredient_packet_373b0e85d855ec,27,kit_kat_bar,Kit Kat Bar,2007,2000s,candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/2007-kit-kat/,2007 Kit Kat Bar source page,lineage_photo_only_back_panel_hunt_needed,ingredient_panel_source_hunt,dated_wrapper_lineage_context,7,0,5,2,ingredient_panel;nutrition_panel,net_weight;manufacturer_or_distributor;serving_size;date_or_lot_cue,back_panel_photo;side_panel_photo;auction_listing_photo;collector_listing_photo;brand_archive;retailer_label;archive_capture,"""2007 Kit Kat Bar"" ingredients wrapper back panel; ""2007 Kit Kat Bar"" nutrition facts wrapper; ""2007 Kit Kat Bar"" candy wrapper back; ""2000s Kit Kat Bar"" ingredients label; ""Kit Kat Bar"" 2007 ""net wt"" wrapper","Research assist only: find source-attributable Kit Kat Bar 2007 ingredient, nutrition, or back-panel photo leads. Treat CWA as dated wrapper context only; return source URLs and confidence warnings, not verified claims.",1_private_visual_review_existing_cwa;2_back_panel_source_hunt;3_private_crop;4_native_ocr;5_corrected_transcription;6_manual_verification,58,"Use the CWA wrapper photo as dated product context, then hunt a readable back/side ingredient or nutrition panel for the same product and vintage.",1,0
